h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,0.714148,1.06796,0.714148,1.06796,"{'att': 176, 'def': 29}","{'att': 226, 'def': 27}",3,6,1,2,1.0194,l,2023-08-11 19:30:00,0,0,1,0,-0.353812
a,0.958638,2.17962,0.958638,2.17962,"{'att': 106, 'def': 18}","{'att': 306, 'def': 15}",8,3,3,4,0.5178,l,2023-08-21 17:00:00,0,0,1,0,-1.2209819999999998
h,1.93643,1.07498,1.93643,1.07498,"{'att': 271, 'def': 32}","{'att': 179, 'def': 16}",6,1,1,2,2.0106,l,2023-08-26 19:30:00,0,0,1,0,0.86145
h,2.43059,1.03513,2.43059,1.03513,"{'att': 236, 'def': 30}","{'att': 152, 'def': 23}",5,6,1,0,2.322,w,2023-09-17 16:30:00,1,0,0,3,1.39546
a,0.693906,1.57361,0.693906,1.57361,"{'att': 124, 'def': 16}","{'att': 194, 'def': 20}",4,9,0,0,0.6545,d,2023-09-23 14:15:00,0,1,0,1,-0.8797039999999999
h,2.90509,1.37069,2.90509,0.627414,"{'att': 270, 'def': 19}","{'att': 191, 'def': 23}",7,3,5,1,2.3610999999999995,w,2023-09-26 17:00:00,1,0,0,3,2.277676
a,1.07557,2.5598,1.07557,2.5598,"{'att': 269, 'def': 29}","{'att': 159, 'def': 10}",6,7,0,1,0.47019999999999995,l,2023-09-29 19:00:00,0,0,1,0,-1.4842300000000002
h,0.807105,0.998714,0.807105,0.998714,"{'att': 99, 'def': 23}","{'att': 206, 'def': 19}",14,2,2,2,1.1118000000000001,d,2023-10-07 19:00:00,0,1,0,1,-0.19160900000000003
h,1.8723,2.17904,1.8723,2.17904,"{'att': 343, 'def': 13}","{'att': 277, 'def': 9}",4,3,1,1,1.1502,d,2023-10-21 16:30:00,0,1,0,1,-0.30674
a,1.28392,1.42705,1.28392,1.42705,"{'att': 132, 'def': 21}","{'att': 288, 'def': 26}",3,5,2,2,1.2521,d,2023-10-28 19:00:00,0,1,0,1,-0.14312999999999998
a,1.25089,3.01524,1.25089,3.01524,"{'att': 198, 'def': 12}","{'att': 268, 'def': 21}",4,2,1,1,0.3816,d,2023-11-04 17:30:00,0,1,0,1,-1.7643499999999999
h,0.615603,2.17922,0.615603,2.17922,"{'att': 158, 'def': 29}","{'att': 265, 'def': 14}",4,8,1,1,0.2931,d,2023-11-12 17:30:00,0,1,0,1,-1.5636169999999998
