h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,0.79732,1.1197,0.79732,1.1197,"{'att': 402, 'def': 25}","{'att': 163, 'def': 16}",5,6,1,4,1.0316,l,2023-08-19 18:45:00,0,0,1,0,-0.3223799999999999
a,0.69511,0.937895,0.69511,0.937895,"{'att': 369, 'def': 14}","{'att': 170, 'def': 22}",3,11,1,0,1.1275,w,2023-08-27 18:45:00,1,0,0,3,-0.24278500000000003
a,0.102008,0.481429,0.102008,0.481429,"{'att': 283, 'def': 11}","{'att': 160, 'def': 18}",0,4,0,1,0.777,l,2023-09-03 16:30:00,0,0,1,0,-0.379421
h,1.33007,0.984291,1.33007,0.984291,"{'att': 299, 'def': 14}","{'att': 148, 'def': 27}",3,13,2,2,1.7365,d,2023-09-16 18:45:00,0,1,0,1,0.34577900000000006
a,0.532474,1.00903,0.532474,1.00903,"{'att': 223, 'def': 26}","{'att': 204, 'def': 18}",3,2,0,1,0.8852,l,2023-09-22 18:45:00,0,0,1,0,-0.4765560000000001
h,1.59801,1.29625,1.59801,1.29625,"{'att': 431, 'def': 12}","{'att': 147, 'def': 22}",5,7,4,1,1.6177,w,2023-09-28 18:45:00,1,0,0,3,0.30176000000000003
a,0.83333,1.53115,0.83333,1.53115,"{'att': 218, 'def': 21}","{'att': 151, 'def': 21}",3,2,2,2,0.7675000000000001,d,2023-10-01 13:00:00,0,1,0,1,-0.69782
h,0.353901,0.898603,0.353901,0.898603,"{'att': 338, 'def': 11}","{'att': 215, 'def': 18}",6,10,0,1,0.7736000000000001,l,2023-10-07 18:45:00,0,0,1,0,-0.544702
a,1.04166,1.97081,1.04166,1.97081,"{'att': 302, 'def': 12}","{'att': 221, 'def': 22}",1,8,0,2,0.6757000000000001,l,2023-10-22 16:00:00,0,0,1,0,-0.9291499999999999
h,0.40726,0.778619,0.40726,0.778619,"{'att': 211, 'def': 24}","{'att': 258, 'def': 26}",2,2,1,0,0.8536,w,2023-10-27 18:45:00,1,0,0,3,-0.37135899999999994
a,0.669834,1.26944,0.669834,1.26944,"{'att': 201, 'def': 18}","{'att': 319, 'def': 17}",6,2,1,2,0.8154999999999999,l,2023-11-05 14:00:00,0,0,1,0,-0.5996059999999999
h,2.04226,0.2458,2.04226,0.2458,"{'att': 232, 'def': 23}","{'att': 197, 'def': 19}",5,2,1,0,2.6973999999999996,w,2023-11-10 19:45:00,1,0,0,3,1.7964600000000002
