h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,0.813333,1.2399,0.813333,1.2399,"{'att': 389, 'def': 17}","{'att': 211, 'def': 20}",4,7,0,1,0.8804,l,2023-08-20 15:30:00,0,0,1,0,-0.42656700000000003
h,2.59994,1.6379,2.59994,1.6379,"{'att': 97, 'def': 17}","{'att': 310, 'def': 22}",5,4,1,4,2.0173,l,2023-08-26 13:30:00,0,0,1,0,0.9620400000000002
a,0.681851,3.42599,0.681851,3.42599,"{'att': 375, 'def': 17}","{'att': 172, 'def': 13}",3,20,1,5,0.1152,l,2023-09-02 13:30:00,0,0,1,0,-2.744139
h,1.328,3.49324,1.328,2.73546,"{'att': 294, 'def': 16}","{'att': 160, 'def': 13}",4,6,3,3,0.315,d,2023-09-17 15:30:00,0,1,0,1,-1.4074599999999997
a,0.272376,3.04946,0.272376,3.04946,"{'att': 374, 'def': 23}","{'att': 301, 'def': 26}",5,14,1,3,0.07,l,2023-09-22 18:30:00,0,0,1,0,-2.777084
h,2.34923,1.54627,1.59145,1.54627,"{'att': 289, 'def': 22}","{'att': 192, 'def': 28}",4,9,4,2,1.9917,w,2023-10-01 13:30:00,1,0,0,3,0.04518
a,1.96153,1.18473,1.20376,1.18473,"{'att': 182, 'def': 16}","{'att': 241, 'def': 25}",4,12,2,1,1.9707,w,2023-10-07 13:30:00,1,0,0,3,0.01902999999999988
h,1.68331,1.83161,0.925533,1.83161,"{'att': 176, 'def': 25}","{'att': 266, 'def': 16}",4,3,1,3,1.258,l,2023-10-21 13:30:00,0,0,1,0,-0.9060769999999999
a,0.924873,5.884,0.924873,5.884,"{'att': 257, 'def': 16}","{'att': 286, 'def': 28}",9,11,0,8,0.012299999999999998,l,2023-10-28 13:30:00,0,0,1,0,-4.9591270000000005
h,0.854923,1.56273,0.854923,1.56273,"{'att': 115, 'def': 16}","{'att': 203, 'def': 28}",5,3,1,2,0.7707000000000002,l,2023-11-03 19:30:00,0,0,1,0,-0.707807
h,0.449952,0.624718,0.449952,0.624718,"{'att': 188, 'def': 25}","{'att': 352, 'def': 26}",5,6,0,0,1.0977000000000001,d,2023-11-11 14:30:00,0,1,0,1,-0.17476599999999998
