h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,0.969349,0.737812,0.969349,0.737812,"{'att': 319, 'def': 30}","{'att': 166, 'def': 27}",7,14,2,1,1.5424,w,2023-08-13 17:30:00,1,0,0,3,0.231537
h,1.02642,0.34492,1.02642,0.34492,"{'att': 297, 'def': 21}","{'att': 340, 'def': 26}",6,10,0,0,1.9921,d,2023-08-20 19:30:00,0,1,0,1,0.6815000000000001
a,0.346198,2.86727,0.346198,1.38072,"{'att': 209, 'def': 14}","{'att': 287, 'def': 40}",5,3,2,4,0.0664,l,2023-08-27 19:30:00,0,0,1,0,-1.034522
h,0.91924,1.53554,0.91924,1.53554,"{'att': 204, 'def': 39}","{'att': 287, 'def': 28}",12,4,1,0,0.8559000000000001,w,2023-09-02 19:00:00,1,0,0,3,-0.6163
a,0.852869,2.54628,0.852869,2.54628,"{'att': 430, 'def': 21}","{'att': 203, 'def': 24}",6,12,0,5,0.35940000000000005,l,2023-09-16 19:00:00,0,0,1,0,-1.6934109999999998
h,2.70742,0.570946,2.70742,0.570946,"{'att': 142, 'def': 15}","{'att': 242, 'def': 24}",10,1,1,1,2.6849,d,2023-09-24 16:30:00,0,1,0,1,2.1364739999999998
a,0.870668,1.55108,0.870668,1.55108,"{'att': 182, 'def': 22}","{'att': 294, 'def': 17}",11,6,1,1,0.8188000000000001,d,2023-09-28 17:00:00,0,1,0,1,-0.680412
h,2.53745,0.510459,2.53745,0.510459,"{'att': 241, 'def': 19}","{'att': 323, 'def': 18}",11,3,3,0,2.6842,w,2023-10-01 19:00:00,1,0,0,3,2.026991
a,0.872851,1.89594,0.872851,1.89594,"{'att': 155, 'def': 18}","{'att': 329, 'def': 27}",7,5,1,1,0.5837,d,2023-10-08 16:30:00,0,1,0,1,-1.023089
a,1.42816,1.86677,1.42816,1.86677,"{'att': 180, 'def': 27}","{'att': 250, 'def': 33}",9,5,1,1,1.0536999999999999,d,2023-10-21 14:15:00,0,1,0,1,-0.43860999999999994
h,1.43393,0.446425,1.43393,0.446425,"{'att': 246, 'def': 21}","{'att': 231, 'def': 43}",5,2,2,1,2.2847000000000004,w,2023-10-29 13:00:00,1,0,0,3,0.9875049999999999
h,2.84664,0.540374,2.84664,0.540374,"{'att': 209, 'def': 15}","{'att': 246, 'def': 25}",15,1,2,0,2.7779,w,2023-11-04 15:15:00,1,0,0,3,2.306266
a,2.17922,0.615603,2.17922,0.615603,"{'att': 265, 'def': 14}","{'att': 158, 'def': 29}",8,4,1,1,2.5539,d,2023-11-12 17:30:00,0,1,0,1,1.5636169999999998
