Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Goals_GA,Goals_PKA,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att,Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist,Unnamed: 30_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,G_o,G_o.1,G_o.2,G_o.3,G_o.4,E_x,E_x.1,E_x.2,E_x.3,L_a,L_a.1,L_a.2,P_a,P_a.1,P_a.2,P_a.3,G_o.5,G_o.6,G_o.7,C_r,C_r.1,C_r.2,S_w,S_w.1,S_w.2,U_n.5
2022-2023,Bundesliga,Freiburg,Opponent Total,,,26.6,34.0,51.0,7.0,3.0,10.0,0.0,50.9,0.25,-0.1,0.0,193.0,496.0,38.9,1284.0,168.0,29.5,30.6,218.0,53.7,43.2,432.0,27.0,6.3,53.0,1.56,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Bundesliga,Leverkusen,Lukáš Hrádecký,fi FIN,GK,32.0,33.0,47.0,7.0,1.0,5.0,2.0,41.3,0.25,-3.7,-0.11,117.0,373.0,31.4,899.0,148.0,31.3,32.0,202.0,45.5,38.7,404.0,27.0,6.7,26.0,0.79,14.1,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Bundesliga,Leverkusen,Andrey Lunyov,ru RUS,GK,30.0,1.0,2.0,0.0,0.0,0.0,0.0,1.4,0.35,-0.6,-0.61,4.0,10.0,40.0,41.0,7.0,24.4,30.3,3.0,0.0,15.3,6.0,1.0,16.7,1.0,1.0,13.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Bundesliga,Leverkusen,Squad Total,,,24.7,34.0,49.0,7.0,1.0,5.0,2.0,42.7,0.25,-4.3,-0.13,121.0,384.0,31.5,940.0,155.0,31.0,,206.0,45.1,38.5,410.0,28.0,6.8,27.0,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Bundesliga,Leverkusen,Opponent Total,,,26.5,34.0,57.0,5.0,2.0,4.0,0.0,51.5,0.28,-5.5,-0.16,234.0,526.0,44.5,1151.0,141.0,36.3,33.1,206.0,52.4,43.2,375.0,24.0,6.4,41.0,1.21,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Bundesliga,Eint Frankfurt,Kevin Trapp,de GER,GK,32.0,33.0,51.0,2.0,1.0,7.0,1.0,42.3,0.32,-7.7,-0.23,80.0,326.0,24.5,664.0,128.0,39.2,34.8,219.0,30.1,34.1,401.0,17.0,4.2,24.0,0.73,14.4,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Bundesliga,Eint Frankfurt,Diant Ramaj,de GER,GK,20.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.2,0.0,0.01,1.0,3.0,33.3,21.0,7.0,9.5,29.1,4.0,25.0,22.0,15.0,1.0,6.7,1.0,1.0,11.5,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Bundesliga,Eint Frankfurt,Squad Total,,,26.4,34.0,52.0,2.0,1.0,8.0,1.0,43.3,0.31,-7.7,-0.23,81.0,329.0,24.6,685.0,135.0,38.2,,223.0,30.0,33.8,416.0,18.0,4.3,25.0,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Bundesliga,Eint Frankfurt,Opponent Total,,,26.4,34.0,58.0,6.0,2.0,6.0,2.0,47.4,0.3,-8.6,-0.25,202.0,493.0,41.0,1198.0,164.0,32.0,32.0,255.0,43.1,39.4,466.0,35.0,7.5,54.0,1.59,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Bundesliga,Wolfsburg,Koen Casteels,be BEL,GK,30.0,34.0,48.0,4.0,0.0,5.0,3.0,43.9,0.27,-1.1,-0.03,257.0,588.0,43.7,1326.0,183.0,33.3,33.7,258.0,57.0,47.5,489.0,29.0,5.9,51.0,1.5,16.5,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Bundesliga,Wolfsburg,Squad Total,,,24.8,34.0,48.0,4.0,0.0,5.0,3.0,43.9,0.27,-1.1,-0.03,257.0,588.0,43.7,1326.0,183.0,33.3,,258.0,57.0,47.5,489.0,29.0,5.9,51.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Bundesliga,Wolfsburg,Opponent Total,,,26.5,34.0,57.0,4.0,1.0,5.0,2.0,49.0,0.31,-6.0,-0.18,217.0,526.0,41.3,1129.0,136.0,34.0,33.8,253.0,56.1,46.1,454.0,19.0,4.2,37.0,1.09,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Bundesliga,Mainz 05,Robin Zentner,de GER,GK,27.0,26.0,39.0,3.0,1.0,2.0,0.0,35.4,0.3,-3.6,-0.14,160.0,474.0,33.8,672.0,146.0,50.0,40.0,194.0,71.1,54.1,321.0,43.0,13.4,53.0,2.04,17.4,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Bundesliga,Mainz 05,Finn Dahmen,de GER,GK,24.0,8.0,16.0,1.0,0.0,3.0,0.0,13.5,0.25,-2.5,-0.32,48.0,139.0,34.5,226.0,38.0,42.9,36.6,54.0,77.8,54.5,158.0,17.0,10.8,8.0,1.0,13.8,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Bundesliga,Mainz 05,Squad Total,,,27.0,34.0,55.0,4.0,1.0,5.0,0.0,48.9,0.28,-6.1,-0.18,208.0,613.0,33.9,898.0,184.0,48.2,,248.0,72.6,54.2,479.0,60.0,12.5,61.0,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Bundesliga,Mainz 05,Opponent Total,,,26.6,34.0,54.0,4.0,3.0,10.0,0.0,53.0,0.3,-1.0,-0.03,230.0,629.0,36.6,1253.0,160.0,39.0,35.6,247.0,56.7,45.6,479.0,26.0,5.4,64.0,1.88,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Bundesliga,M'Gladbach,Jonas Omlin,ch SUI,GK,28.0,14.3,18.0,2.0,0.0,0.0,0.0,18.1,0.29,0.1,0.0,57.0,177.0,32.2,638.0,74.0,22.3,28.7,100.0,35.0,35.3,220.0,15.0,6.8,20.0,1.4,14.8,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Bundesliga,M'Gladbach,Yann Sommer,ch SUI,GK,33.0,10.0,14.0,2.0,1.0,0.0,1.0,16.7,0.25,3.7,0.37,48.0,141.0,34.0,517.0,52.0,23.0,28.2,90.0,24.4,28.6,162.0,5.0,3.1,13.0,1.3,14.6,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Bundesliga,M'Gladbach,Tobias Sippel,de GER,GK,34.0,5.7,12.0,1.0,0.0,3.0,0.0,11.6,0.33,-0.4,-0.08,25.0,106.0,23.6,212.0,23.0,33.5,32.7,48.0,72.9,53.1,88.0,2.0,2.3,4.0,0.71,13.1,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Bundesliga,M'Gladbach,Jan Olschowsky,de GER,GK,20.0,4.0,11.0,1.0,0.0,1.0,0.0,11.4,0.39,0.4,0.09,11.0,37.0,29.7,123.0,25.0,28.5,30.5,36.0,5.6,20.9,59.0,6.0,10.2,4.0,1.0,12.9,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Bundesliga,M'Gladbach,Squad Total,,,26.8,34.0,55.0,6.0,1.0,4.0,1.0,57.7,0.3,3.7,0.11,141.0,461.0,30.6,1490.0,174.0,24.6,,274.0,34.3,34.3,529.0,28.0,5.3,41.0,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Bundesliga,M'Gladbach,Opponent Total,,,26.4,34.0,52.0,4.0,0.0,8.0,0.0,53.9,0.28,1.9,0.06,155.0,412.0,37.6,1145.0,133.0,28.9,30.9,189.0,42.9,39.2,341.0,22.0,6.5,55.0,1.62,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Bundesliga,Köln,Marvin Schwäbe,de GER,GK,27.0,34.0,54.0,4.0,4.0,4.0,3.0,42.3,0.3,-8.7,-0.26,154.0,404.0,38.1,1203.0,117.0,28.8,31.3,185.0,31.4,33.9,468.0,19.0,4.1,22.0,0.65,13.4,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Bundesliga,Köln,Squad Total,,,26.0,34.0,54.0,4.0,4.0,4.0,3.0,42.3,0.3,-8.7,-0.26,154.0,404.0,38.1,1203.0,117.0,28.8,,185.0,31.4,33.9,468.0,19.0,4.1,22.0,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Bundesliga,Köln,Opponent Total,,,26.6,34.0,49.0,4.0,0.0,4.0,3.0,47.2,0.3,1.2,0.04,202.0,502.0,40.2,1315.0,149.0,29.8,32.3,250.0,44.0,39.8,604.0,38.0,6.3,56.0,1.65,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Bundesliga,Hoffenheim,Oliver Baumann,de GER,GK,32.0,34.0,57.0,2.0,1.0,11.0,1.0,50.4,0.31,-5.6,-0.16,206.0,525.0,39.2,1164.0,168.0,35.3,33.6,249.0,45.8,39.3,529.0,43.0,8.1,43.0,1.26,13.4,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Bundesliga,Hoffenheim,Squad Total,,,26.8,34.0,57.0,2.0,1.0,11.0,1.0,50.4,0.31,-5.6,-0.16,206.0,525.0,39.2,1164.0,168.0,35.3,,249.0,45.8,39.3,529.0,43.0,8.1,43.0,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Bundesliga,Hoffenheim,Opponent Total,,,26.6,34.0,48.0,7.0,1.0,3.0,2.0,47.5,0.29,1.5,0.04,239.0,592.0,40.4,1156.0,133.0,38.4,34.8,231.0,64.1,49.3,450.0,19.0,4.2,56.0,1.65,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Bundesliga,Werder Bremen,Jiří Pavlenka,cz CZE,GK,30.0,32.3,61.0,2.0,0.0,5.0,2.0,51.9,0.29,-7.1,-0.22,198.0,497.0,39.8,893.0,152.0,40.1,36.3,279.0,49.8,42.9,481.0,22.0,4.6,38.0,1.18,14.9,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Bundesliga,Werder Bremen,Michael Zetterer,de GER,GK,27.0,1.7,3.0,0.0,0.0,1.0,0.0,3.2,0.24,0.2,0.11,16.0,33.0,48.5,49.0,13.0,51.0,41.6,12.0,66.7,50.3,15.0,3.0,20.0,4.0,2.37,16.5,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Bundesliga,Werder Bremen,Squad Total,,,27.4,34.0,64.0,2.0,0.0,6.0,2.0,55.1,0.29,-6.9,-0.2,214.0,530.0,40.4,942.0,165.0,40.7,41.6,291.0,50.5,43.2,496.0,25.0,5.0,42.0,1.24,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Bundesliga,Werder Bremen,Opponent Total,,,26.5,34.0,51.0,5.0,1.0,3.0,1.0,47.7,0.3,-2.3,-0.07,216.0,579.0,37.3,1116.0,153.0,42.8,36.7,191.0,52.9,45.4,403.0,27.0,6.7,42.0,1.24,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Bundesliga,Bochum,Manuel Riemann,de GER,GK,33.0,34.0,72.0,8.0,2.0,9.0,3.0,69.0,0.3,0.0,0.0,554.0,1175.0,47.1,1489.0,83.0,66.8,44.7,261.0,69.0,50.6,536.0,31.0,5.8,121.0,3.56,22.2,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Bundesliga,Bochum,Squad Total,,,29.4,34.0,72.0,8.0,2.0,9.0,3.0,69.0,0.3,0.0,0.0,554.0,1175.0,47.1,1489.0,83.0,66.8,,261.0,69.0,50.6,536.0,31.0,5.8,121.0,3.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Bundesliga,Bochum,Opponent Total,,,26.3,34.0,40.0,3.0,0.0,8.0,3.0,39.2,0.28,2.2,0.07,211.0,598.0,35.3,1167.0,197.0,39.5,35.7,250.0,54.8,44.6,448.0,40.0,8.9,37.0,1.09,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Bundesliga,Augsburg,Rafał Gikiewicz,pl POL,GK,34.0,23.0,41.0,1.0,1.0,4.0,0.0,41.3,0.28,0.3,0.01,185.0,452.0,40.9,916.0,127.0,33.3,33.0,234.0,62.8,48.9,363.0,21.0,5.8,45.0,1.96,16.7,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Bundesliga,Augsburg,Tomáš Koubek,cz CZE,GK,29.0,11.0,22.0,0.0,1.0,0.0,2.0,22.0,0.36,2.0,0.19,77.0,225.0,34.2,414.0,48.0,37.9,36.5,96.0,70.8,52.5,176.0,10.0,5.7,22.0,2.0,16.8,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Bundesliga,Augsburg,Squad Total,,,25.9,34.0,63.0,1.0,2.0,4.0,2.0,63.4,0.31,2.4,0.07,262.0,677.0,38.7,1330.0,175.0,34.7,36.5,330.0,65.2,49.9,539.0,31.0,5.8,67.0,1.97,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Bundesliga,Augsburg,Opponent Total,,,26.5,34.0,42.0,4.0,0.0,6.0,1.0,34.0,0.29,-7.0,-0.21,260.0,636.0,40.9,1292.0,179.0,41.4,35.9,201.0,50.2,41.6,427.0,37.0,8.7,59.0,1.74,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Bundesliga,Stuttgart,Florian Müller,de GER,GK,24.0,19.0,34.0,1.0,2.0,3.0,0.0,27.2,0.3,-6.8,-0.36,98.0,212.0,46.2,599.0,98.0,26.9,29.2,133.0,38.3,36.6,260.0,6.0,2.3,28.0,1.47,18.9,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Bundesliga,Stuttgart,Fabian Bredlow,de GER,GK,27.0,15.0,23.0,5.0,0.0,3.0,1.0,20.1,0.26,-1.9,-0.13,55.0,129.0,42.6,503.0,86.0,20.3,27.6,91.0,29.7,33.5,203.0,12.0,5.9,15.0,1.0,15.2,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Bundesliga,Stuttgart,Squad Total,,,24.7,34.0,57.0,6.0,2.0,6.0,1.0,47.3,0.29,-8.7,-0.26,153.0,341.0,44.9,1102.0,184.0,23.9,,224.0,34.8,35.3,463.0,18.0,3.9,43.0,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Bundesliga,Stuttgart,Opponent Total,,,26.6,34.0,45.0,5.0,1.0,4.0,0.0,48.1,0.31,3.1,0.09,175.0,489.0,35.8,1128.0,131.0,33.5,33.3,252.0,44.0,40.4,482.0,20.0,4.1,39.0,1.15,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Bundesliga,Schalke 04,Alexander Schwolow,de GER,GK,30.0,22.6,58.0,4.0,1.0,6.0,0.0,45.8,0.31,-12.2,-0.54,180.0,441.0,40.8,676.0,79.0,46.4,38.4,174.0,73.0,55.2,321.0,7.0,2.2,23.0,1.02,15.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Bundesliga,Schalke 04,Ralf Fährmann,de GER,GK,33.0,11.4,13.0,1.0,0.0,1.0,1.0,12.4,0.21,0.4,0.04,99.0,217.0,45.6,358.0,50.0,45.0,36.8,83.0,67.5,48.9,162.0,11.0,6.8,9.0,0.79,11.6,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Bundesliga,Schalke 04,Squad Total,,,27.5,34.0,71.0,5.0,1.0,7.0,1.0,58.2,0.28,-11.8,-0.35,279.0,658.0,42.4,1034.0,129.0,45.9,,257.0,71.2,53.2,483.0,18.0,3.7,32.0,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Bundesliga,Schalke 04,Opponent Total,,,26.6,34.0,35.0,4.0,1.0,2.0,3.0,37.0,0.25,5.0,0.15,216.0,569.0,38.0,1221.0,170.0,35.9,33.3,246.0,53.3,43.0,585.0,40.0,6.8,40.0,1.18,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Bundesliga,Hertha BSC,Oliver Christensen,dk DEN,GK,23.0,33.0,68.0,5.0,4.0,8.0,0.0,57.9,0.33,-10.1,-0.31,204.0,586.0,34.8,977.0,166.0,42.5,35.9,235.0,72.8,54.3,486.0,33.0,6.8,70.0,2.12,18.8,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Bundesliga,Hertha BSC,Tjark Ernst,de GER,GK,19.0,1.0,1.0,0.0,0.0,0.0,0.0,2.5,0.36,1.5,1.52,5.0,13.0,38.5,22.0,6.0,27.3,31.2,13.0,53.8,43.1,18.0,0.0,0.0,0.0,0.0,3.5,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Bundesliga,Hertha BSC,Squad Total,,,26.0,34.0,69.0,5.0,4.0,8.0,0.0,60.4,0.33,-8.6,-0.25,209.0,599.0,34.9,999.0,172.0,42.1,,248.0,71.8,53.7,504.0,33.0,6.5,70.0,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Bundesliga,Hertha BSC,Opponent Total,,,26.7,34.0,42.0,7.0,0.0,2.0,0.0,38.5,0.25,-3.5,-0.1,175.0,480.0,36.5,1094.0,158.0,32.5,32.6,253.0,49.0,42.0,405.0,20.0,4.9,50.0,1.47,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
