h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,1.20988,1.86438,1.20988,1.10308,"{'att': 272, 'def': 21}","{'att': 250, 'def': 13}",6,3,0,3,0.8089000000000001,l,2023-08-20 18:45:00,0,0,1,0,0.1068
a,0.548425,0.559371,0.548425,0.559371,"{'att': 226, 'def': 30}","{'att': 171, 'def': 19}",2,6,1,1,1.2528,d,2023-08-28 16:30:00,0,1,0,1,-0.0109459999999999
h,2.07837,2.41709,2.07837,2.41709,"{'att': 198, 'def': 14}","{'att': 172, 'def': 21}",4,5,0,0,1.1291,d,2023-09-02 16:30:00,0,1,0,1,-0.3387199999999999
a,0.836992,2.2007,0.836992,2.2007,"{'att': 206, 'def': 21}","{'att': 268, 'def': 22}",4,3,0,0,0.4605,d,2023-09-17 10:30:00,0,1,0,1,-1.363708
h,2.40063,0.281122,2.40063,0.281122,"{'att': 206, 'def': 20}","{'att': 221, 'def': 17}",9,3,0,2,2.7802000000000002,l,2023-09-24 13:00:00,0,0,1,0,2.119508
a,0.82191,3.70921,0.82191,2.94791,"{'att': 358, 'def': 16}","{'att': 180, 'def': 29}",2,13,1,4,0.112,l,2023-09-27 18:45:00,0,0,1,0,-2.126
h,1.53115,0.83333,1.53115,0.83333,"{'att': 151, 'def': 21}","{'att': 218, 'def': 21}",2,3,2,2,1.9594,d,2023-10-01 13:00:00,0,1,0,1,0.69782
a,1.23968,1.00116,1.23968,1.00116,"{'att': 225, 'def': 23}","{'att': 139, 'def': 22}",2,10,0,0,1.5856999999999999,d,2023-10-06 16:30:00,0,1,0,1,0.23851999999999984
h,2.58184,0.808325,1.82054,0.808325,"{'att': 229, 'def': 17}","{'att': 155, 'def': 23}",1,4,1,1,2.6101,d,2023-10-23 16:30:00,0,1,0,1,1.012215
a,1.05616,0.40283,1.05616,0.40283,"{'att': 337, 'def': 20}","{'att': 236, 'def': 22}",2,7,1,1,1.9998999999999998,d,2023-10-29 14:00:00,0,1,0,1,0.65333
a,2.1049,1.28493,1.3436,1.28493,"{'att': 336, 'def': 16}","{'att': 107, 'def': 23}",4,4,1,0,2.0129,w,2023-11-04 19:45:00,1,0,0,3,0.05867
h,1.21433,0.575292,0.453029,0.575292,"{'att': 335, 'def': 24}","{'att': 147, 'def': 29}",1,4,1,1,2.0001,d,2023-11-12 14:00:00,0,1,0,1,-0.12226300000000001
